9980_bypass_nearend.wav,9980_bypass_target.wav,80000
6030_shrink_nearend.wav,6030_shrink_target.wav,80000
7218_enlarge_nearend.wav,7218_enlarge_target.wav,80000
20870_enlarge_nearend.wav,20870_enlarge_target.wav,80000
8505_shrink_nearend.wav,8505_shrink_target.wav,80000
1034_shrink_nearend.wav,1034_shrink_target.wav,80000
20298_shrink_nearend.wav,20298_shrink_target.wav,80000
8382_enlarge_nearend.wav,8382_enlarge_target.wav,80000
5819_shrink_nearend.wav,5819_shrink_target.wav,80000
8819_enlarge_nearend.wav,8819_enlarge_target.wav,80000
3124_shrink_nearend.wav,3124_shrink_target.wav,80000
19938_bypass_nearend.wav,19938_bypass_target.wav,80000
14099_shrink_nearend.wav,14099_shrink_target.wav,80000
2643_enlarge_nearend.wav,2643_enlarge_target.wav,80000
21085_bypass_nearend.wav,21085_bypass_target.wav,80000
1142_bypass_nearend.wav,1142_bypass_target.wav,80000
16091_bypass_nearend.wav,16091_bypass_target.wav,80000
12443_bypass_nearend.wav,12443_bypass_target.wav,80000
1265_enlarge_nearend.wav,1265_enlarge_target.wav,80000
1587_enlarge_nearend.wav,1587_enlarge_target.wav,80000
1132_bypass_nearend.wav,1132_bypass_target.wav,80000
5498_bypass_nearend.wav,5498_bypass_target.wav,80000
17217_shrink_nearend.wav,17217_shrink_target.wav,80000
12159_enlarge_nearend.wav,12159_enlarge_target.wav,80000
21111_enlarge_nearend.wav,21111_enlarge_target.wav,80000
18665_shrink_nearend.wav,18665_shrink_target.wav,80000
16207_shrink_nearend.wav,16207_shrink_target.wav,80000
13469_shrink_nearend.wav,13469_shrink_target.wav,80000
19596_shrink_nearend.wav,19596_shrink_target.wav,80000
16044_shrink_nearend.wav,16044_shrink_target.wav,80000
6433_bypass_nearend.wav,6433_bypass_target.wav,80000
21265_shrink_nearend.wav,21265_shrink_target.wav,80000
8504_enlarge_nearend.wav,8504_enlarge_target.wav,80000
9338_bypass_nearend.wav,9338_bypass_target.wav,80000
13465_enlarge_nearend.wav,13465_enlarge_target.wav,80000
12724_shrink_nearend.wav,12724_shrink_target.wav,80000
11816_enlarge_nearend.wav,11816_enlarge_target.wav,80000
9826_enlarge_nearend.wav,9826_enlarge_target.wav,80000
10775_bypass_nearend.wav,10775_bypass_target.wav,80000
7266_shrink_nearend.wav,7266_shrink_target.wav,80000
17518_enlarge_nearend.wav,17518_enlarge_target.wav,80000
1260_bypass_nearend.wav,1260_bypass_target.wav,80000
5728_bypass_nearend.wav,5728_bypass_target.wav,80000
18956_shrink_nearend.wav,18956_shrink_target.wav,80000
3679_enlarge_nearend.wav,3679_enlarge_target.wav,80000
19138_bypass_nearend.wav,19138_bypass_target.wav,80000
11900_enlarge_nearend.wav,11900_enlarge_target.wav,80000
20233_shrink_nearend.wav,20233_shrink_target.wav,80000
15838_shrink_nearend.wav,15838_shrink_target.wav,80000
5357_shrink_nearend.wav,5357_shrink_target.wav,80000
14960_bypass_nearend.wav,14960_bypass_target.wav,80000
19090_enlarge_nearend.wav,19090_enlarge_target.wav,80000
15643_shrink_nearend.wav,15643_shrink_target.wav,80000
7468_bypass_nearend.wav,7468_bypass_target.wav,80000
16178_shrink_nearend.wav,16178_shrink_target.wav,80000
293_shrink_nearend.wav,293_shrink_target.wav,80000
13693_shrink_nearend.wav,13693_shrink_target.wav,80000
15255_bypass_nearend.wav,15255_bypass_target.wav,80000
7153_shrink_nearend.wav,7153_shrink_target.wav,80000
19949_shrink_nearend.wav,19949_shrink_target.wav,80000
14157_shrink_nearend.wav,14157_shrink_target.wav,80000
19624_enlarge_nearend.wav,19624_enlarge_target.wav,80000
21206_shrink_nearend.wav,21206_shrink_target.wav,80000
15538_bypass_nearend.wav,15538_bypass_target.wav,80000
18780_bypass_nearend.wav,18780_bypass_target.wav,80000
19384_shrink_nearend.wav,19384_shrink_target.wav,80000
9877_shrink_nearend.wav,9877_shrink_target.wav,80000
20086_bypass_nearend.wav,20086_bypass_target.wav,80000
15769_bypass_nearend.wav,15769_bypass_target.wav,80000
17324_shrink_nearend.wav,17324_shrink_target.wav,80000
14828_bypass_nearend.wav,14828_bypass_target.wav,80000
7536_shrink_nearend.wav,7536_shrink_target.wav,80000
12343_enlarge_nearend.wav,12343_enlarge_target.wav,80000
18664_shrink_nearend.wav,18664_shrink_target.wav,80000
3870_enlarge_nearend.wav,3870_enlarge_target.wav,80000
1701_bypass_nearend.wav,1701_bypass_target.wav,80000
722_shrink_nearend.wav,722_shrink_target.wav,80000
8178_enlarge_nearend.wav,8178_enlarge_target.wav,80000
7545_bypass_nearend.wav,7545_bypass_target.wav,80000
2543_enlarge_nearend.wav,2543_enlarge_target.wav,80000
6547_bypass_nearend.wav,6547_bypass_target.wav,80000
17331_enlarge_nearend.wav,17331_enlarge_target.wav,80000
15351_bypass_nearend.wav,15351_bypass_target.wav,80000
3114_bypass_nearend.wav,3114_bypass_target.wav,80000
12379_enlarge_nearend.wav,12379_enlarge_target.wav,80000
8163_enlarge_nearend.wav,8163_enlarge_target.wav,80000
